1,1102,Sales,1,2,Life Sciences,1,2,Female,Sales Executive,4,8,11,3,1,0,1,0
2,279,Research & Development,8,1,Life Sciences,2,3,Male,Research Scientist,2,1,23,4,4,3,3,1
3,1373,Research & Development,2,2,Other,4,4,Male,Laboratory Technician,3,6,15,3,2,3,3,0
4,1392,Research & Development,3,4,Life Sciences,5,4,Female,Research Scientist,3,1,11,3,3,3,3,3
5,591,Research & Development,2,1,Medical,7,1,Male,Laboratory Technician,2,9,12,3,4,3,3,2
6,1005,Research & Development,2,2,Life Sciences,8,4,Male,Laboratory Technician,4,0,13,3,3,2,2,3
7,1324,Research & Development,3,3,Medical,10,3,Female,Laboratory Technician,1,4,20,4,1,3,2,0
8,1358,Research & Development,24,1,Life Sciences,11,4,Male,Laboratory Technician,3,1,22,4,2,2,3,0
9,216,Research & Development,23,3,Life Sciences,12,4,Male,Manufacturing Director,3,0,21,4,2,2,3,1
10,1299,Research & Development,27,3,Medical,13,3,Male,Healthcare Representative,3,6,13,3,2,3,2,7
11,809,Research & Development,16,3,Medical,14,1,Male,Laboratory Technician,2,0,13,3,3,5,3,0
12,153,Research & Development,15,2,Life Sciences,15,4,Female,Laboratory Technician,3,0,12,3,4,3,3,0
13,670,Research & Development,26,1,Life Sciences,16,1,Male,Research Scientist,3,1,17,3,4,1,2,4
14,1346,Research & Development,19,2,Medical,18,2,Male,Laboratory Technician,4,0,11,3,3,2,3,1
15,103,Research & Development,24,3,Life Sciences,19,3,Male,Laboratory Technician,3,5,14,3,2,4,3,0
16,1389,Research & Development,21,4,Life Sciences,20,2,Female,Manufacturing Director,1,1,11,3,3,1,3,8
17,334,Research & Development,5,2,Life Sciences,21,1,Male,Research Scientist,2,0,12,3,4,5,2,0
18,1123,Research & Development,16,2,Medical,22,4,Male,Laboratory Technician,4,1,13,3,2,2,2,0
19,1219,Sales,2,4,Life Sciences,23,1,Female,Manager,4,2,16,3,3,3,3,3
20,371,Research & Development,2,3,Life Sciences,24,4,Male,Research Scientist,4,5,11,3,3,3,3,1
21,673,Research & Development,11,2,Other,26,1,Female,Manufacturing Director,3,0,18,3,4,5,2,1
22,1218,Sales,9,4,Life Sciences,27,3,Male,Sales Representative,1,7,23,4,2,4,3,0
23,419,Research & Development,7,4,Life Sciences,28,1,Female,Research Director,2,0,11,3,3,4,3,2
24,391,Research & Development,15,2,Life Sciences,30,3,Male,Research Scientist,4,1,14,3,4,6,3,0
25,699,Research & Development,6,1,Medical,31,2,Male,Research Scientist,1,2,11,3,3,2,3,1
26,1282,Research & Development,5,3,Other,32,3,Female,Manager,3,4,11,3,4,3,2,4
27,1125,Research & Development,16,1,Life Sciences,33,2,Female,Research Scientist,1,1,22,4,2,5,3,6
28,691,Sales,8,4,Marketing,35,3,Male,Sales Executive,2,0,11,3,4,2,3,4
29,477,Research & Development,7,4,Medical,36,1,Female,Healthcare Representative,4,3,14,3,4,4,3,5
30,705,Sales,2,4,Marketing,38,2,Female,Manager,1,3,12,3,4,2,2,2
31,924,Research & Development,2,3,Medical,39,3,Male,Laboratory Technician,4,4,11,3,4,3,3,0
32,1459,Research & Development,10,4,Other,40,4,Male,Healthcare Representative,4,2,13,3,4,5,4,1
33,125,Research & Development,9,2,Medical,41,4,Male,Laboratory Technician,3,1,13,3,1,5,3,1
34,895,Sales,5,3,Technical Degree,42,4,Male,Sales Representative,4,3,14,3,3,6,4,0
35,813,Research & Development,1,3,Medical,45,2,Male,Research Scientist,4,2,16,3,1,2,2,2
36,1273,Research & Development,2,2,Medical,46,4,Female,Research Scientist,3,1,12,3,4,3,2,1
37,869,Sales,3,2,Marketing,47,1,Male,Sales Representative,3,1,14,3,3,2,3,0
38,890,Sales,2,3,Marketing,49,4,Female,Sales Representative,4,1,13,3,1,3,3,2
39,852,Research & Development,5,4,Life Sciences,51,2,Female,Research Scientist,1,9,14,3,4,3,4,0
40,1141,Sales,1,3,Life Sciences,52,3,Female,Sales Executive,1,2,19,3,1,3,3,1
41,464,Research & Development,4,2,Other,53,3,Male,Laboratory Technician,4,1,12,3,3,3,3,0
42,1240,Research & Development,2,4,Life Sciences,54,4,Female,Laboratory Technician,1,1,13,3,4,6,3,0
43,1357,Research & Development,25,3,Life Sciences,55,1,Male,Laboratory Technician,3,1,12,3,3,2,2,0
44,994,Sales,8,3,Life Sciences,56,4,Male,Sales Executive,3,1,15,3,4,0,3,1
45,721,Research & Development,1,2,Medical,57,3,Female,Laboratory Technician,4,1,23,4,4,2,3,3
46,1360,Research & Development,12,3,Technical Degree,58,2,Female,Research Director,3,1,12,3,4,0,3,15
47,1065,Sales,23,4,Marketing,60,2,Male,Sales Executive,3,0,20,4,3,2,3,8
48,408,Research & Development,19,2,Life Sciences,61,2,Male,Research Scientist,2,4,21,4,1,1,3,0
49,1211,Sales,5,4,Marketing,62,1,Male,Sales Executive,4,4,21,4,3,4,3,0
50,1229,Research & Development,8,1,Life Sciences,63,4,Male,Laboratory Technician,4,1,19,3,4,2,3,0
51,626,Research & Development,1,2,Life Sciences,64,1,Male,Laboratory Technician,3,9,13,3,4,2,3,0
52,1434,Research & Development,5,4,Technical Degree,65,3,Male,Laboratory Technician,3,1,13,3,3,3,2,2
53,1488,Sales,1,5,Marketing,68,2,Female,Sales Executive,1,5,21,4,3,2,2,1
54,1097,Research & Development,11,2,Medical,70,3,Male,Healthcare Representative,1,2,13,3,3,3,3,2
55,1443,Sales,23,3,Marketing,72,3,Female,Sales Executive,4,7,19,3,3,2,2,0
56,515,Research & Development,1,2,Life Sciences,73,1,Female,Research Director,4,1,12,3,3,1,3,8
57,853,Sales,18,5,Life Sciences,74,2,Male,Sales Executive,1,1,22,4,4,3,2,1
58,1142,Research & Development,23,4,Medical,75,3,Female,Laboratory Technician,1,3,15,3,3,3,3,2
59,655,Research & Development,7,4,Life Sciences,76,4,Male,Laboratory Technician,4,3,22,4,4,3,2,1
60,1115,Research & Development,1,4,Life Sciences,77,1,Male,Manufacturing Director,3,1,18,3,3,2,4,0
61,427,Research & Development,1,3,Medical,78,1,Male,Manufacturing Director,4,1,22,4,2,3,3,7
62,653,Research & Development,29,5,Life Sciences,79,4,Female,Laboratory Technician,4,1,11,3,4,2,3,9
63,989,Research & Development,7,2,Medical,80,2,Female,Research Director,3,5,12,3,4,2,2,13
64,1435,Sales,25,3,Life Sciences,81,1,Female,Sales Executive,1,7,11,3,4,3,2,7
65,1223,Research & Development,8,3,Technical Degree,83,3,Female,Healthcare Representative,3,1,13,3,2,2,3,12
66,836,Research & Development,8,3,Medical,84,4,Female,Manager,3,2,14,3,3,2,3,0
67,1195,Research & Development,11,3,Life Sciences,85,2,Male,Manufacturing Director,2,1,13,3,3,3,3,0
68,1339,Research & Development,7,3,Life Sciences,86,2,Male,Research Scientist,1,2,17,3,3,2,3,0
69,664,Research & Development,1,3,Medical,88,2,Male,Research Scientist,1,4,13,3,4,2,2,1
70,318,Research & Development,9,3,Medical,90,4,Male,Research Scientist,3,0,17,3,1,0,2,0
71,1225,Sales,1,1,Life Sciences,91,1,Female,Sales Executive,3,7,11,3,4,2,2,1
72,1328,Research & Development,2,3,Life Sciences,94,3,Male,Research Scientist,2,0,23,4,4,3,3,0
73,1082,Research & Development,1,4,Medical,95,3,Male,Research Scientist,2,1,17,3,2,4,3,1
74,548,Research & Development,1,3,Life Sciences,96,2,Male,Research Scientist,2,1,17,3,2,3,3,0
75,132,Research & Development,6,3,Life Sciences,97,2,Female,Laboratory Technician,4,3,12,3,2,3,3,0
76,746,Research & Development,8,4,Life Sciences,98,3,Female,Manufacturing Director,4,1,23,4,4,2,3,1
77,776,Sales,1,4,Marketing,100,3,Male,Sales Executive,1,0,14,3,2,2,3,2
78,193,Research & Development,6,4,Other,101,4,Male,Research Director,1,4,14,3,2,3,4,0
79,397,Research & Development,7,4,Medical,102,1,Male,Research Director,3,4,13,3,1,3,4,0
80,945,Human Resources,5,2,Medical,103,2,Male,Human Resources,2,8,22,4,4,2,3,0
81,852,Research & Development,1,1,Life Sciences,104,4,Male,Laboratory Technician,4,1,12,3,3,1,2,3
82,1214,Research & Development,1,3,Medical,105,2,Male,Research Scientist,3,1,18,3,1,3,3,0
83,111,Sales,1,2,Life Sciences,106,1,Male,Sales Executive,4,3,14,3,4,4,3,1
84,573,Research & Development,6,3,Medical,107,2,Female,Research Scientist,4,7,12,3,4,3,3,1
85,1153,Research & Development,1,2,Medical,110,1,Male,Manufacturing Director,2,1,15,3,3,2,3,1
86,1400,Research & Development,7,3,Life Sciences,112,4,Male,Manufacturing Director,4,4,11,3,1,3,2,0
87,541,Sales,2,1,Technical Degree,113,3,Male,Sales Representative,1,3,13,3,3,3,3,0
88,432,Research & Development,9,4,Life Sciences,116,4,Male,Laboratory Technician,4,3,23,4,2,4,3,0
89,288,Research & Development,2,3,Life Sciences,117,3,Male,Healthcare Representative,4,1,19,3,1,3,3,10
90,669,Sales,9,2,Medical,118,3,Male,Sales Executive,4,1,16,3,4,3,3,4
91,530,Research & Development,1,4,Life Sciences,119,3,Male,Healthcare Representative,2,1,22,4,4,3,2,11
92,632,Sales,21,4,Marketing,120,3,Male,Sales Executive,4,0,22,4,4,2,1,1
93,1334,Sales,4,2,Medical,121,3,Female,Sales Executive,2,1,12,3,2,4,2,2
94,638,Research & Development,1,3,Medical,124,3,Male,Healthcare Representative,1,2,13,3,3,5,2,9
95,1093,Sales,6,4,Medical,125,2,Male,Sales Executive,3,1,16,3,1,0,3,5
96,1217,Research & Development,2,4,Technical Degree,126,1,Female,Research Director,3,9,12,3,1,5,1,0
97,1353,Sales,3,2,Other,128,1,Female,Sales Executive,3,0,21,4,1,2,2,0
98,120,Sales,4,3,Medical,129,2,Male,Sales Executive,3,1,15,3,2,3,4,0
99,682,Sales,10,4,Medical,131,4,Male,Sales Executive,3,0,13,3,3,1,2,1
100,489,Research & Development,23,3,Medical,132,2,Male,Laboratory Technician,2,4,12,3,3,3,4,1
101,807,Human Resources,6,4,Human Resources,133,3,Male,Human Resources,1,4,22,4,4,3,3,0
102,827,Research & Development,1,1,Life Sciences,134,4,Male,Research Scientist,1,1,13,3,4,2,3,0
103,871,Research & Development,6,3,Life Sciences,137,4,Female,Laboratory Technician,4,1,18,3,2,5,3,1
104,665,Research & Development,6,4,Other,138,1,Female,Research Scientist,3,1,14,3,3,3,3,2
105,1040,Research & Development,2,2,Life Sciences,139,3,Male,Healthcare Representative,4,5,14,3,4,2,4,0
106,1420,Human Resources,2,4,Human Resources,140,3,Female,Manager,4,9,21,4,4,3,3,2
107,1115,Research & Development,1,3,Life Sciences,141,1,Female,Research Director,2,3,19,3,1,1,2,0
108,240,Sales,5,3,Marketing,142,3,Male,Sales Executive,3,1,11,3,4,1,3,0
109,1280,Research & Development,7,1,Medical,143,4,Male,Research Scientist,4,1,11,3,3,2,3,2
110,534,Research & Development,15,3,Medical,144,2,Female,Laboratory Technician,4,1,15,3,3,5,3,0
111,1456,Research & Development,1,4,Medical,145,1,Female,Healthcare Representative,1,3,20,4,3,1,2,12
112,658,Research & Development,7,3,Life Sciences,147,1,Male,Laboratory Technician,3,1,24,4,4,3,3,0
113,142,Human Resources,26,3,Human Resources,148,4,Female,Manager,4,2,12,3,3,3,3,4
114,1127,Research & Development,18,1,Life Sciences,150,2,Male,Laboratory Technician,3,0,12,3,3,2,3,1
115,1031,Research & Development,6,4,Life Sciences,151,3,Female,Research Scientist,2,6,15,3,3,3,3,0
116,1189,Sales,3,3,Life Sciences,152,3,Male,Sales Executive,4,2,12,3,1,3,3,1
117,1354,Research & Development,5,3,Medical,153,3,Female,Manager,1,2,12,3,4,6,3,5
118,1467,Sales,11,2,Technical Degree,154,2,Female,Sales Executive,4,0,14,3,3,6,3,2
119,922,Research & Development,3,2,Life Sciences,155,1,Female,Laboratory Technician,4,5,22,4,1,2,3,0
120,394,Sales,26,2,Life Sciences,158,3,Male,Manager,4,1,12,3,4,3,4,4
121,1312,Research & Development,23,3,Life Sciences,159,1,Male,Research Scientist,3,1,25,4,3,2,2,0
122,750,Sales,22,2,Marketing,160,3,Male,Sales Executive,2,0,13,3,1,2,4,0
123,441,Research & Development,14,4,Life Sciences,161,2,Female,Research Scientist,2,9,18,3,1,2,3,4
124,684,Research & Development,6,3,Life Sciences,162,1,Male,Research Director,3,7,13,3,3,5,3,15
125,249,Sales,6,4,Life Sciences,163,2,Male,Sales Executive,3,4,18,3,2,3,2,7
126,841,Research & Development,6,3,Other,164,3,Female,Research Scientist,2,1,19,3,3,3,2,4
127,147,Research & Development,23,4,Medical,165,4,Female,Healthcare Representative,4,1,12,3,4,3,2,15
128,528,Sales,22,1,Marketing,167,4,Male,Sales Representative,3,1,19,3,4,2,2,0
129,594,Research & Development,2,1,Technical Degree,169,3,Male,Laboratory Technician,4,0,14,3,3,2,3,2
130,470,Research & Development,20,4,Medical,170,3,Female,Manufacturing Director,1,1,14,3,3,2,2,5
131,957,Research & Development,28,3,Medical,171,2,Female,Research Scientist,3,4,12,3,4,2,3,1
132,809,Sales,12,3,Marketing,174,3,Female,Sales Executive,4,4,11,3,4,3,3,2
133,542,Sales,20,3,Life Sciences,175,2,Female,Sales Executive,3,3,11,3,3,2,3,2
134,802,Sales,9,1,Life Sciences,176,3,Male,Sales Executive,3,3,13,3,3,2,3,0
135,1355,Human Resources,25,1,Life Sciences,177,3,Female,Human Resources,3,1,23,4,4,3,3,5
136,216,Research & Development,6,2,Medical,178,2,Male,Manufacturing Director,2,6,20,4,4,0,3,0
137,1150,Research & Development,8,4,Life Sciences,179,1,Male,Manufacturing Director,4,2,15,3,4,2,3,0
138,1329,Sales,4,4,Life Sciences,182,4,Female,Sales Executive,3,4,14,3,3,1,4,5
139,959,Sales,28,3,Life Sciences,183,1,Male,Sales Executive,3,2,18,3,4,3,3,2
140,1240,Human Resources,9,3,Human Resources,184,3,Male,Human Resources,4,0,19,3,4,2,1,4
141,1033,Research & Development,9,3,Medical,190,1,Female,Laboratory Technician,1,7,22,4,1,2,4,0
142,1316,Research & Development,29,3,Medical,192,3,Male,Research Scientist,4,5,13,3,2,2,2,0
143,364,Research & Development,3,5,Technical Degree,193,4,Female,Research Scientist,3,3,20,4,2,2,3,2
144,438,Research & Development,18,3,Life Sciences,194,1,Female,Research Scientist,3,1,14,3,3,4,2,0
145,689,Sales,9,2,Medical,195,4,Male,Sales Executive,4,0,17,3,4,2,4,0
146,201,Research & Development,5,3,Technical Degree,197,4,Female,Research Scientist,1,5,14,3,4,3,3,2
147,1427,Research & Development,2,1,Medical,198,2,Male,Laboratory Technician,4,0,13,3,4,3,3,1
148,857,Research & Development,10,3,Life Sciences,199,4,Male,Manager,1,4,13,3,2,2,2,7
149,933,Research & Development,9,4,Life Sciences,200,3,Male,Laboratory Technician,1,2,21,4,4,2,3,1
150,1181,Research & Development,3,1,Medical,201,2,Female,Laboratory Technician,2,1,14,3,4,3,3,0
151,1395,Research & Development,26,3,Medical,202,2,Female,Research Scientist,2,1,11,3,1,2,3,2
152,662,Sales,1,5,Marketing,204,3,Male,Sales Executive,2,1,13,3,1,3,3,0
153,1436,Sales,6,2,Marketing,205,2,Male,Sales Representative,3,2,20,4,4,3,1,4
154,194,Research & Development,9,3,Life Sciences,206,2,Male,Laboratory Technician,2,8,18,3,3,2,1,0
